gene,control_1,control_2,control_3,cold_1,cold_2,cold_3
Solyc07g062260,10,8,5,52,57,41
Solyc07g062270,83,100,78,67,59,59
Solyc07g062280,1,5,4,5,11,1
Solyc07g062290,0,0,0,0,0,0
Solyc07g062300,30,80,44,31,52,31
Solyc07g062310,26,33,7,12,22,7
Solyc07g062320,0,0,0,0,0,0
Solyc07g062330,0,0,0,0,0,0
Solyc07g062340,0,0,0,0,0,0
Solyc07g062350,0,0,0,0,0,0
Solyc07g062360,0,0,0,0,0,0
Solyc07g062370,0,0,0,0,0,0
Solyc07g062380,6,3,9,2,4,0
Solyc07g062390,117,132,88,30,27,31
Solyc07g062400,368,428,350,623,621,679
Solyc07g062410,31,46,38,18,37,34
Solyc07g062420,0,0,0,0,0,0
Solyc07g062430,28,77,45,50,71,36
Solyc07g062440,69,105,79,47,73,59
Solyc07g062450,31,34,29,28,29,47
Solyc07g062460,0,0,0,1,0,0
Solyc07g062470,96,83,55,65,45,36
Solyc07g062480,98,235,48,20,24,13
Solyc07g062490,652,775,594,462,323,706
Solyc07g062500,214,387,143,122,100,177
Solyc07g062510,4,11,9,1,3,3
Solyc07g062520,46,73,48,26,40,16
Solyc07g062530,589,904,426,566,653,122
Solyc07g062540,164,168,112,182,225,273
Solyc07g062550,0,1,0,1,0,0
Solyc07g062560,1,0,0,0,0,0
Solyc07g062570,576,870,536,1273,1595,1352
Solyc07g062580,41,37,33,200,199,308
Solyc07g062590,17,48,25,34,41,31
Solyc07g062600,431,476,406,799,971,1260
Solyc07g062610,323,461,333,304,342,282
Solyc07g062620,238,237,211,169,163,198
Solyc07g062630,6,1,1,13,1,2
Solyc07g062640,339,333,264,217,241,231
Solyc07g062650,1288,1772,1268,1745,1814,1560
Solyc07g062660,280,412,318,538,586,711
Solyc07g062670,99,101,94,233,154,204
Solyc07g062680,12,24,12,18,31,25
Solyc07g062690,0,0,0,0,0,0
Solyc07g062700,701,543,525,8560,9647,9001
Solyc07g062710,0,0,0,0,0,0
Solyc07g062720,1,1,0,0,0,1
Solyc07g062730,32,41,30,11,10,12
Solyc07g062740,45,68,49,19,25,19
Solyc07g062750,11,16,14,7,26,21
Solyc07g062760,114,163,94,73,119,106
Solyc07g062770,48,65,45,52,61,50
Solyc07g062780,23,26,30,25,23,17
Solyc07g062790,0,0,0,0,1,0
Solyc07g062800,0,0,0,0,0,0
Solyc07g062810,1,0,1,2,1,0
Solyc07g062820,10,24,22,36,39,51
Solyc07g062830,0,0,0,0,0,0
Solyc07g062840,0,0,0,1,2,0
Solyc07g062850,258,316,252,156,177,248
Solyc07g062860,150,255,169,187,156,242
Solyc07g062870,52,123,72,118,195,87
Solyc07g062880,305,330,303,344,435,396
Solyc07g062890,132,125,120,46,47,67
Solyc07g062900,36,47,48,23,30,47
Solyc07g062910,97,115,109,74,84,96
Solyc07g062920,172,219,159,211,234,246
Solyc07g062930,0,2,4,3,3,0
Solyc07g062940,296,330,272,285,345,320
Solyc07g062950,19,36,23,16,14,26
Solyc07g062960,0,0,0,0,2,2
Solyc07g062970,1395,1900,1271,3534,4230,4052
Solyc07g062980,0,0,0,0,0,0
Solyc07g062990,44,54,92,12,44,70
Solyc07g063000,131,136,119,89,86,124
Solyc07g063010,511,708,452,365,425,304
Solyc07g063020,26,22,28,44,63,48
Solyc07g063030,0,0,0,0,0,0
Solyc07g063040,652,877,578,241,292,265
Solyc07g063050,244,406,284,108,175,136
Solyc07g063060,2,2,3,0,0,4
Solyc07g063070,59,91,55,40,35,25
Solyc07g063080,4,7,1,2,1,2
Solyc07g063090,0,0,0,0,0,0
Solyc07g063100,5631,5331,5241,6477,7222,7958
Solyc07g063110,302,575,349,416,601,349
Solyc07g063120,432,300,327,458,439,583
Solyc07g063130,201,275,156,97,123,162
Solyc07g063140,18,24,19,19,26,22
Solyc07g063150,50,44,31,32,36,37
Solyc07g063160,162,142,135,410,440,538
Solyc07g063170,22,40,29,39,37,31
Solyc07g063180,0,1,2,1,0,1
Solyc07g063190,590,919,691,542,910,332
Solyc07g063200,50,103,49,288,391,347
Solyc07g063210,0,0,0,0,0,1
Solyc07g063220,26,25,24,38,45,25
Solyc07g063230,6,11,8,3,4,3
Solyc07g063240,39,68,31,35,57,26
Solyc07g063250,52,50,17,69,36,59
Solyc07g063260,48,137,35,38,45,56
Solyc07g063270,1129,1324,972,651,842,732
Solyc07g063280,0,2,0,0,0,0
Solyc07g063290,33,28,35,26,28,27
Solyc07g063300,52,64,44,243,230,256
Solyc07g063310,261,282,279,112,132,108
Solyc07g063320,218,184,415,89,360,354
Solyc07g063330,368,440,344,302,295,339
Solyc07g063340,167,237,132,458,500,407
Solyc07g063350,0,0,0,0,0,1
Solyc07g063360,0,0,0,0,0,0
Solyc07g063370,0,0,0,0,0,0
Solyc07g063380,0,0,0,0,0,0
Solyc07g063390,247,319,232,65,54,54
Solyc07g063400,0,3,0,0,0,0
Solyc07g063410,116,124,114,312,226,190
Solyc07g063420,370,489,355,283,346,338
Solyc07g063430,955,1709,1008,357,438,385
Solyc07g063440,371,467,347,110,100,120
Solyc07g063450,28,49,48,13,18,23
Solyc07g063460,33,61,29,21,18,11
Solyc07g063470,0,0,0,0,0,0
Solyc07g063480,127,190,80,43,60,65
Solyc07g063490,0,0,0,0,0,0
Solyc07g063500,2,4,0,0,1,2
Solyc07g063510,39,50,48,79,105,72
Solyc07g063520,225,356,159,700,705,496
Solyc07g063530,102,129,113,180,276,134
Solyc07g063540,7,13,8,16,13,5
Solyc07g063550,1155,1191,1100,958,1046,1142
Solyc07g063560,21,25,43,17,42,30
Solyc07g063570,148,277,173,201,303,161
Solyc07g063580,58,71,89,108,154,153
Solyc07g063590,9,20,16,123,100,149
Solyc07g063600,0,0,0,22,19,12
Solyc07g063610,24,83,49,182,234,105
Solyc07g063620,100,110,104,250,300,221
Solyc07g063630,347,543,402,140,165,122
Solyc07g063640,777,879,637,64,102,55
Solyc07g063650,350,454,346,1094,1266,1288
Solyc07g063660,0,0,0,0,0,0
Solyc07g063670,0,0,0,0,0,1
Solyc07g063680,494,541,449,300,322,328
Solyc07g063690,0,0,0,0,0,0
Solyc07g063700,37,40,7,12,2,16
Solyc07g063710,23,48,12,12,3,10
Solyc07g063720,0,2,0,0,1,0
Solyc07g063730,4,9,4,5,2,0
Solyc07g063740,3,5,5,1,8,3
Solyc07g063750,23,31,20,0,10,4
Solyc07g063760,0,0,0,0,0,0
Solyc07g063770,8,20,3,6,28,13
Solyc07g063780,0,0,0,0,0,0
Solyc07g063790,0,0,0,0,0,0
Solyc07g063800,0,0,0,0,0,0
Solyc07g063810,0,0,0,0,0,0
Solyc07g063820,4,19,9,21,29,10
Solyc07g063830,0,0,1,1,2,1
Solyc07g063840,0,0,0,0,0,0
Solyc07g063850,2098,777,1668,675,565,744
Solyc07g063860,21,18,7,2,8,2
Solyc07g063870,734,961,756,1847,2158,2356
Solyc07g063880,22,23,30,252,543,252
Solyc07g063890,306,364,270,689,710,654
Solyc07g063900,1269,1601,1223,3052,3341,3349
Solyc07g063910,1,0,4,0,1,1
Solyc07g063920,0,0,0,0,0,0
Solyc07g063930,685,984,674,414,468,499
Solyc07g063940,221,208,243,1130,915,1304
Solyc07g063950,3,3,7,8,10,5
Solyc07g063960,284,378,292,153,264,130
Solyc07g063970,0,0,0,0,0,0
Solyc07g063980,0,0,0,0,0,0
Solyc07g063990,0,0,0,0,0,0
Solyc07g064000,0,0,0,0,0,0
Solyc07g064010,6,11,5,3,15,14
Solyc07g064020,38,55,31,10,24,10
Solyc07g064030,18,31,18,62,87,71
Solyc07g064040,682,941,672,845,1070,1006
Solyc07g064050,0,0,1,0,0,1
Solyc07g064060,873,989,852,1798,2035,2326
Solyc07g064070,0,0,2,1,0,0
Solyc07g064080,150,224,146,176,158,191
Solyc07g064090,229,285,227,283,363,281
Solyc07g064100,9,16,14,22,24,11
Solyc07g064110,114,131,106,100,104,114
Solyc07g064120,0,0,0,0,0,0
Solyc07g064130,38472,45809,40281,51166,53540,52634
Solyc07g064140,3,3,0,9,7,15
Solyc07g064150,5895,5623,5348,3112,2721,3922
Solyc07g064160,57,116,77,27,84,87
Solyc07g064170,4666,9994,7413,2947,3344,814
Solyc07g064180,1109,2742,1858,561,648,180
Solyc07g064190,535,1066,890,360,374,75
Solyc07g064200,0,1,0,0,0,0
Solyc07g064210,0,0,1,1,7,0
Solyc07g064220,0,0,0,0,0,0
Solyc07g064230,1,4,5,1,2,0
Solyc07g064240,1,3,2,4,8,1
Solyc07g064250,129,184,106,157,226,170
Solyc07g064260,19,9,20,5,9,8
Solyc07g064270,1425,1768,1222,381,376,302
Solyc07g064280,43,40,71,15,31,25
Solyc07g064290,95,128,98,135,100,119
Solyc07g064300,146,156,176,88,116,96
Solyc07g064310,54,97,44,98,139,97
Solyc07g064320,6,5,1,5,1,1
Solyc07g064330,159,210,177,130,225,173
Solyc07g064340,21,40,22,7,7,10
Solyc07g064350,249,238,250,677,787,937
Solyc07g064360,0,3,1,0,0,1
Solyc07g064370,0,0,0,1,0,1
Solyc07g064380,1,0,0,2,10,2
Solyc07g064390,0,0,0,0,0,0
Solyc07g064400,0,2,0,0,0,0
Solyc07g064410,74,106,79,338,603,252
Solyc07g064420,165,249,157,133,197,157
Solyc07g064430,0,0,0,0,0,0
Solyc07g064440,465,655,441,400,452,509
Solyc07g064450,0,0,0,0,0,0
Solyc07g064470,16,42,18,18,37,21
Solyc07g064480,4,3,2,1,1,3
Solyc07g064490,48,73,54,24,21,22
Solyc07g064500,128,180,104,61,59,35
Solyc07g064510,2301,3027,2122,1386,1701,1528
Solyc07g064520,230,208,174,216,255,290
Solyc07g064540,3,2,6,4,7,4
Solyc07g064550,74,80,57,345,328,408
Solyc07g064560,421,494,497,599,770,684
Solyc07g064570,61,64,61,97,130,80
Solyc07g064580,32,63,50,23,38,20
Solyc07g064590,146,190,113,228,249,190
Solyc07g064600,3,7,0,8,0,7
Solyc07g064610,46,130,45,137,163,118
Solyc07g064620,173,266,197,1362,1426,1512
Solyc07g064630,120,133,120,143,192,184
Solyc07g064640,3,16,11,8,14,10
Solyc07g064650,32,41,31,26,31,29
Solyc07g064660,8,35,4,37,68,37
Solyc07g064670,206,285,190,197,255,224
Solyc07g064680,1686,2504,1634,1625,2067,1498
Solyc07g064690,258,414,273,247,273,300
Solyc07g064700,262,353,273,177,180,192
Solyc07g064710,11,8,12,21,8,22
Solyc07g064720,15,11,13,16,9,20
Solyc07g064730,0,2,2,0,1,3
Solyc07g064740,14,53,13,20,36,19
Solyc07g064750,0,0,0,0,0,0
Solyc07g064760,0,1,0,0,0,0
Solyc07g064770,0,0,0,0,0,0
Solyc07g064780,0,0,0,0,0,0
Solyc07g064790,66,84,139,15,71,76
Solyc07g064800,266,341,252,397,456,401
Solyc07g064810,342,412,291,142,160,131
Solyc07g064820,1,0,0,6,1,8
Solyc07g064830,21,36,36,26,51,40
Solyc07g064840,29,47,26,31,33,31
Solyc07g064850,69,86,67,63,42,73
Solyc07g064860,5,12,28,8,17,25
Solyc07g064870,8,18,0,25,26,24
Solyc07g064880,86,109,79,84,172,111
Solyc07g064890,1114,1457,1107,1009,1194,1130
Solyc07g064900,224,292,192,512,536,366
Solyc07g064910,36,54,34,14,28,23
Solyc07g064920,257,263,249,137,165,186
Solyc07g064930,219,276,206,596,629,638
Solyc07g064940,87,137,60,203,377,168
Solyc07g064950,207,306,208,150,173,109
Solyc07g064960,0,0,0,0,0,0
Solyc07g064970,266,361,264,67,53,78
Solyc07g064980,1220,1377,1160,1595,2043,1752
Solyc07g064990,0,0,0,0,0,0
Solyc07g065000,198,218,178,129,150,205
Solyc07g065010,231,309,205,116,151,121
Solyc07g065020,216,313,205,277,401,335
Solyc07g065030,922,1187,822,748,901,679
Solyc07g065040,27,47,30,38,49,31
Solyc07g065050,39,65,54,36,53,35
Solyc07g065060,5,3,0,1,0,1
Solyc07g065070,0,1,0,0,2,0
Solyc07g065080,286,379,207,745,912,824
Solyc07g065090,116,199,32,406,355,422
Solyc07g065100,0,0,0,0,0,0
Solyc07g065110,0,0,0,0,0,0
Solyc07g065120,1090,1589,924,918,897,1092
Solyc07g065130,0,0,0,0,0,0
Solyc07g065140,86,134,87,75,76,84
Solyc07g065150,0,0,0,0,0,0
Solyc07g065160,0,0,0,1,3,1
Solyc07g065170,568,703,503,931,1192,1258
Solyc07g065180,65,86,65,200,193,227
Solyc07g065190,52,60,38,6,3,4
Solyc07g065200,115,191,115,350,396,365
Solyc07g065210,3,25,2,0,0,0
Solyc07g065220,121,234,131,114,116,117
Solyc07g065230,631,993,575,456,536,478
Solyc07g065240,0,0,0,0,0,0
Solyc07g065250,91,113,70,284,251,349
Solyc07g065260,230,283,239,187,214,192
Solyc07g065270,276,395,265,273,325,320
Solyc07g065280,180,258,179,145,143,135
Solyc07g065290,166,122,143,21,34,28
Solyc07g065300,0,0,0,0,0,0
Solyc07g065310,192,270,174,219,307,323
Solyc07g065320,13,23,12,184,150,195
Solyc07g065330,102,50,74,6,2,4
Solyc07g065340,2314,2518,1702,1215,1110,908
Solyc07g065350,39,37,24,2,1,0
Solyc07g065360,0,0,0,0,0,0
Solyc07g065370,617,821,612,1006,1355,1356
Solyc07g065380,83,129,40,61,89,79
Solyc07g065390,12,16,17,17,14,16
Solyc07g065400,63,63,70,90,82,78
Solyc07g065410,307,286,281,920,566,699
Solyc07g065420,12,16,11,0,0,0
Solyc07g065430,0,0,0,0,1,0
Solyc07g065440,0,0,0,2,0,0
Solyc07g065450,9,9,19,6,10,4
Solyc07g065460,1,5,0,0,0,1
Solyc07g065470,106,125,100,138,209,202
Solyc07g065480,501,761,563,411,469,477
Solyc07g065490,1555,1793,1483,1506,1811,1994
Solyc07g065500,12,9,11,131,142,121
Solyc07g065510,1566,1764,1477,865,1024,1302
Solyc07g065520,1493,1683,1463,841,953,1221
Solyc07g065530,15,28,5,0,4,3
Solyc07g065540,0,3,0,0,1,0
Solyc07g065550,22,23,21,21,20,12
Solyc07g065560,0,0,0,0,0,0
Solyc07g065570,0,0,0,0,0,0
Solyc07g065580,0,0,0,0,0,0
Solyc07g065590,23,30,17,12,15,14
Solyc07g065600,17,20,7,63,52,53
Solyc07g065610,1,1,1,2,1,1
Solyc07g065620,142,232,149,82,85,93
Solyc07g065630,2194,2458,2072,2452,2710,2836
Solyc07g065640,206,263,168,264,277,247
Solyc07g065650,399,495,304,474,512,469
Solyc07g065660,7,19,6,37,53,59
Solyc07g065670,24,26,39,219,305,267
Solyc07g065680,703,753,688,1002,1284,1206
Solyc07g065690,92,105,84,74,101,89
Solyc07g065700,13,36,12,59,70,27
Solyc07g065710,358,496,330,284,430,326
Solyc07g065720,8,13,9,18,31,19
Solyc07g065730,10,28,15,19,17,9
Solyc07g065740,30,43,38,48,42,45
Solyc07g065760,154,211,145,97,130,142
Solyc07g065770,0,0,0,0,0,0
Solyc07g065780,0,0,0,0,0,0
Solyc07g065790,212,274,211,222,242,201
Solyc07g065800,770,779,690,579,569,697
Solyc07g065810,48,21,37,61,36,53
Solyc07g065820,100,156,99,303,315,354
Solyc07g065830,0,0,0,0,0,0
Solyc07g065840,19155,19344,19289,5888,7848,9144
Solyc07g065850,61,147,78,142,177,147
Solyc07g065860,150,207,169,108,70,121
Solyc07g065870,11,18,16,6,6,13
Solyc07g065880,0,1,0,0,0,1
Solyc07g065890,137,146,105,221,223,203
Solyc07g065900,4,3,2,2,5,5
Solyc07g065910,1,0,0,2,3,0
Solyc07g065920,21,40,5,9,12,5
Solyc07g065930,54,97,37,97,86,69
Solyc07g065940,2,0,0,1,0,1
Solyc07g065950,1383,1490,1115,2741,2705,3264
Solyc07g065960,45,63,48,54,107,65
Solyc07g065970,474,445,514,163,209,69
Solyc07g065980,82,210,67,17,9,7
Solyc07g065990,110,121,244,23,86,93
Solyc07g066000,19,42,30,6,5,4
Solyc07g066010,111,216,151,23,14,28
Solyc07g066020,10,8,2,6,18,6
Solyc07g066030,656,671,552,2355,2334,2742
Solyc07g066040,1,4,3,0,2,1
Solyc07g066050,9,32,10,4,5,12
Solyc07g066060,37,61,40,49,70,28
Solyc07g066070,505,661,631,633,723,640
Solyc07g066080,592,587,575,1909,1839,2162
Solyc07g066090,153,191,160,160,198,200
Solyc07g066100,150,187,108,422,466,495
Solyc07g066110,0,0,1,2,2,1
Solyc07g066120,288,382,248,50,63,63
Solyc07g066130,0,0,0,0,1,0
Solyc07g066140,0,0,0,0,0,0
Solyc07g066150,10,32,15,10,15,1
Solyc07g066160,2,9,4,1,4,5
Solyc07g066170,117,139,140,136,207,189
Solyc07g066180,0,5,0,1,3,1
Solyc07g066190,5,4,2,0,0,0
Solyc07g066200,857,975,768,979,1132,1118
Solyc07g066210,111,145,93,92,85,119
Solyc07g066220,1403,1564,1152,513,636,658
Solyc07g066230,102,176,77,118,135,96
Solyc07g066240,96,104,99,94,183,142
Solyc07g066250,0,0,0,0,0,0
Solyc07g066260,92,129,99,230,254,266
Solyc07g066270,112,146,137,63,64,73
Solyc07g066280,93,117,95,54,68,64
Solyc07g066290,108,134,107,120,139,119
Solyc07g066300,157,152,100,179,226,235
Solyc07g066310,3183,3964,3269,4276,4747,2571
Solyc07g066320,167,246,156,112,141,143
Solyc07g066330,11,13,4,43,31,49
Solyc07g066340,109,73,72,36,33,41
Solyc07g066350,1,6,9,5,5,6
Solyc07g066360,110,51,32,296,45,66
Solyc07g066370,80,133,87,89,131,103
Solyc07g066380,287,338,276,319,408,362
Solyc07g066390,3,13,8,6,10,2
Solyc07g066400,56,45,127,12,22,27
Solyc07g066410,259,256,229,442,506,536
Solyc07g066420,362,330,322,185,242,179
Solyc07g066430,71,152,87,163,194,188
Solyc07g066440,204,287,199,158,150,167
Solyc07g066450,111,132,104,96,138,112
Solyc07g066460,204,398,296,339,432,247
Solyc07g066470,649,1068,819,1011,1372,795
Solyc07g066480,234,268,211,203,284,245
Solyc07g066500,0,0,3,0,0,1
Solyc07g066510,2,9,5,1,2,2
Solyc07g066520,277,318,277,109,136,150
Solyc07g066530,61,64,64,98,91,88
Solyc07g066540,2,6,1,6,8,5
Solyc07g066550,49,43,49,39,68,82
Solyc07g066560,4,7,2,5,10,5
Solyc07g066570,63,73,73,152,152,102
Solyc07g066580,375,539,331,266,358,256
Solyc07g066590,0,0,0,0,1,1
Solyc07g066600,7779,7314,6243,2721,2501,2460
Solyc07g066610,900,925,598,977,1398,623
Solyc07g066620,43,79,35,14,27,11
Solyc07g066630,334,428,321,1030,1206,921
Solyc07g066640,0,0,0,2,0,0
Solyc07g066650,843,1175,873,769,975,919
Solyc07g066660,158,86,94,59,110,97
Solyc07g066670,555,950,595,278,328,317
Solyc07g066680,0,0,0,0,0,0
Solyc08g005000,14,17,7,3,11,15
Solyc08g005010,56,67,52,67,72,45
Solyc08g005020,514,627,492,500,669,578
Solyc08g005030,38,55,41,29,41,17
Solyc08g005040,0,0,0,0,0,0
Solyc08g005050,67,126,80,52,76,49
Solyc08g005060,29,16,14,11,15,16
Solyc08g005070,759,875,645,894,1086,1106
Solyc08g005080,0,0,0,0,0,0
Solyc08g005090,4,13,2,14,26,20
Solyc08g005100,10,32,10,2,0,1
Solyc08g005110,0,0,0,0,0,0
Solyc08g005120,10,5,5,31,6,14
Solyc08g005130,3,2,4,3,1,3
Solyc08g005140,91,108,93,28,27,40
Solyc08g005150,692,711,608,157,81,105
Solyc08g005160,0,0,0,0,0,0
Solyc08g005170,198,284,199,192,202,239
Solyc08g005180,0,0,0,0,0,0
Solyc08g005190,756,731,644,340,458,515
Solyc08g005200,124,196,132,191,246,173
Solyc08g005210,34,57,36,66,76,46
Solyc08g005220,3,4,7,3,7,4
Solyc08g005230,1989,2227,1845,2744,2844,2655
Solyc08g005240,0,1,0,0,0,0
Solyc08g005250,0,0,0,0,0,1
Solyc08g005260,10,15,12,5,4,3
Solyc08g005270,1172,1228,1138,1179,1504,1543
Solyc08g005280,0,0,0,1,0,0
Solyc08g005290,153,231,163,219,246,252
Solyc08g005300,263,280,269,120,169,171
Solyc08g005310,120,106,110,17,29,35
Solyc08g005320,2,8,4,2,5,5
Solyc08g005330,0,0,0,0,1,0
Solyc08g005340,0,0,0,0,0,0
Solyc08g005350,73,79,70,58,33,41
Solyc08g005360,0,0,0,0,0,0
Solyc08g005370,0,0,0,0,0,0
Solyc08g005380,0,0,0,0,0,0
Solyc08g005390,14,7,3,14,22,14
Solyc08g005400,7,23,4,5,10,7
Solyc08g005410,0,0,0,0,0,0
Solyc08g005420,68,103,63,11,16,9
Solyc08g005430,27,14,36,15,35,67
Solyc08g005440,3,1,2,5,3,1
Solyc08g005450,1133,1229,1135,792,856,973
Solyc08g005460,13,12,10,7,3,5
Solyc08g005470,960,1263,1061,669,791,720
Solyc08g005480,215,280,203,142,163,138
Solyc08g005490,111,173,86,73,89,73
Solyc08g005500,2,3,1,6,10,2
Solyc08g005510,8,14,4,13,31,16
Solyc08g005520,129,158,151,227,252,264
Solyc08g005530,224,148,176,12,21,7
Solyc08g005540,0,0,0,0,0,0
Solyc08g005550,0,0,0,0,0,0
Solyc08g005560,26,32,12,6,15,6
Solyc08g005570,29,42,38,71,88,67
Solyc08g005580,2,5,1,20,60,17
Solyc08g005590,52,83,62,77,105,78
Solyc08g005600,0,0,0,0,0,0
Solyc08g005610,1438,2536,1542,110,70,99
Solyc08g005620,0,0,0,0,0,0
Solyc08g005630,7263,14100,9645,1586,3494,1326
Solyc08g005640,1,0,0,0,0,0
Solyc08g005650,1,6,3,1,0,0
Solyc08g005660,0,0,0,0,0,0
Solyc08g005670,1,0,0,0,0,0
Solyc08g005680,1,1,4,0,1,1
Solyc08g005690,0,0,1,0,0,0
Solyc08g005700,3,5,4,27,24,35
Solyc08g005710,0,0,0,0,0,0
Solyc08g005720,0,0,0,0,0,0
Solyc08g005750,0,0,0,0,0,0
Solyc08g005760,39,59,34,26,38,20
Solyc08g005770,3081,4112,2744,1330,1892,1097
Solyc08g005780,74,129,64,38,49,41
Solyc08g005790,15,11,19,2,5,7
Solyc08g005800,183,200,136,50,27,40
Solyc08g005810,0,0,0,0,0,0
Solyc08g005820,0,0,0,0,0,0
Solyc08g005830,0,0,0,0,0,0
Solyc08g005840,0,0,0,0,0,0
Solyc08g005850,0,0,0,0,0,0
Solyc08g005860,73,115,101,66,76,65
Solyc08g005870,0,0,0,1,0,0
Solyc08g005880,0,1,0,0,0,0
Solyc08g005890,0,0,2,0,0,0
Solyc08g005900,163,184,164,441,439,629
Solyc08g005910,831,922,847,548,603,717
Solyc08g005920,38,55,29,14,41,14
Solyc08g005930,0,1,0,0,0,0
Solyc08g005940,7,8,4,0,13,1
Solyc08g005950,1,1,1,0,0,0
Solyc08g005960,11,15,17,6,4,10
Solyc08g005970,475,505,483,301,326,413
Solyc08g005980,27,45,27,59,65,75
Solyc08g005990,102,130,108,80,75,73
Solyc08g006000,1034,1244,798,959,1022,726
Solyc08g006010,48,86,37,129,125,128
Solyc08g006020,0,0,0,4,1,1
Solyc08g006030,12,45,5,4,16,10
Solyc08g006040,633,683,561,819,958,823
Solyc08g006050,0,9,8,6,3,5
Solyc08g006060,540,639,508,396,443,430
Solyc08g006070,16,25,12,19,22,26
Solyc08g006080,1,8,3,7,8,5
Solyc08g006090,65,77,68,107,110,82
Solyc08g006100,0,0,0,0,0,0
Solyc08g006110,134,219,114,100,172,103
Solyc08g006120,39,68,45,30,28,22
Solyc08g006130,0,0,0,0,0,0
Solyc08g006140,0,0,0,0,0,0
Solyc08g006150,277,373,219,473,185,542
Solyc08g006160,91,124,109,29,65,43
Solyc08g006170,72,103,61,82,111,116
Solyc08g006180,6,14,5,16,8,9
Solyc08g006190,0,0,1,0,0,0
Solyc08g006200,0,0,0,0,0,0
Solyc08g006210,2,1,2,2,0,0
Solyc08g006220,27,52,26,9,10,7
Solyc08g006230,36,33,31,6,5,8
Solyc08g006240,0,0,0,0,0,0
Solyc08g006250,8,24,18,11,12,11
Solyc08g006260,1,0,1,0,0,0
Solyc08g006270,6,2,6,2,1,0
Solyc08g006280,0,2,0,1,0,1
Solyc08g006290,0,0,0,0,0,0
Solyc08g006300,0,0,0,0,0,0
Solyc08g006310,0,3,0,4,3,0
Solyc08g006320,223,130,274,677,482,411
Solyc08g006330,104,164,95,463,355,731
Solyc08g006350,52,61,52,191,126,323
Solyc08g006360,42,61,42,189,143,323
Solyc08g006370,0,0,0,63,44,73
Solyc08g006380,42,61,31,140,106,279
Solyc08g006390,0,0,0,0,0,0
Solyc08g006400,0,0,0,0,0,0
Solyc08g006410,62,90,62,387,289,596
Solyc08g006420,500,500,480,591,713,877
Solyc08g006430,515,605,411,306,391,413
Solyc08g006440,1,0,0,0,0,0
Solyc08g006450,0,0,0,0,0,0
Solyc08g006460,336,354,256,482,591,432
Solyc08g006470,54,59,25,1691,1011,1830
Solyc08g006480,97,116,133,97,136,143
Solyc08g006490,0,0,0,0,0,0
Solyc08g006500,4,10,2,0,1,1
Solyc08g006510,173,269,208,99,92,88
Solyc08g006520,0,0,0,0,0,0
Solyc08g006530,3,11,5,23,18,14
Solyc08g006540,3,1,1,1,6,2
Solyc08g006550,0,0,0,0,0,0
Solyc08g006560,0,0,0,0,0,0
Solyc08g006570,248,369,253,132,131,140
Solyc08g006580,5,6,3,3,4,10
Solyc08g006590,20,23,18,29,27,17
Solyc08g006600,83,113,78,62,90,75
Solyc08g006610,53,67,57,29,25,31
Solyc08g006620,39,76,42,126,176,140
Solyc08g006630,0,5,1,1,2,0
Solyc08g006640,59,101,53,108,107,74
Solyc08g006650,222,261,172,481,577,604
Solyc08g006660,37,82,41,94,99,130
Solyc08g006670,268,280,249,133,167,194
Solyc08g006680,13,20,7,21,15,16
Solyc08g006690,0,0,0,0,0,0
Solyc08g006700,376,411,364,176,132,175
Solyc08g006710,0,0,0,1,0,0
Solyc08g006720,350,489,371,245,338,165
Solyc08g006730,2,16,7,33,9,5
Solyc08g006740,100,68,32,31,10,4
Solyc08g006750,31,23,20,29,13,7
Solyc08g006760,8,12,7,1,3,1
Solyc08g006770,1288,1981,1550,1548,1915,1304
Solyc08g006780,271,585,371,283,347,192
Solyc08g006790,1,6,0,0,0,0
Solyc08g006800,29,28,68,11,45,56
Solyc08g006810,0,0,0,0,0,0
Solyc08g006820,42,71,19,49,58,43
Solyc08g006830,1,1,3,0,0,1
Solyc08g006840,250,259,220,353,443,413
Solyc08g006850,0,0,0,0,0,0
Solyc08g006860,0,0,0,0,0,0
Solyc08g006870,24,40,15,25,31,69
Solyc08g006880,253,424,143,489,495,599
Solyc08g006890,1961,2344,1248,3018,2898,3350
Solyc08g006900,152,173,159,311,374,439
Solyc08g006910,24,40,50,37,68,63
Solyc08g006920,0,0,0,0,0,0
Solyc08g006930,46,42,29,56,55,16
Solyc08g006940,123,185,115,346,407,366
Solyc08g006950,20,44,13,2,13,11
Solyc08g006960,155,204,150,140,145,122
Solyc08g006970,88,113,61,65,54,59
Solyc08g006980,1145,1403,1116,1391,1838,1627
Solyc08g006990,0,0,1,0,0,0
Solyc08g007000,16,29,18,4,13,7
Solyc08g007010,373,635,448,362,475,256
Solyc08g007020,0,1,0,0,0,0
Solyc08g007030,106,99,116,100,119,118
Solyc08g007040,0,0,0,0,0,0
Solyc08g007050,0,0,0,0,0,0
Solyc08g007060,3,2,4,0,0,0
Solyc08g007070,0,0,0,0,4,3
Solyc08g007080,42,139,30,94,119,119
Solyc08g007090,34,4,3,19,9,40
Solyc08g007100,29,56,36,48,30,51
Solyc08g007110,1199,1423,1087,511,561,658
Solyc08g007120,0,0,1,1,1,1
Solyc08g007130,5,6,8,191,121,124
Solyc08g007140,396,479,354,706,801,967
Solyc08g007150,0,1,0,1,0,0
Solyc08g007160,7,21,6,27,32,35
