gene,control_1,control_2,control_3,cold_1,cold_2,cold_3
Solyc03g062690,0,0,0,0,0,0
Solyc03g062700,4,9,4,3,4,1
Solyc03g062710,0,0,0,0,0,0
Solyc03g062720,0,0,0,0,0,0
Solyc03g062730,122,90,96,32,44,35
Solyc03g062740,2,3,0,0,1,0
Solyc03g062750,0,0,0,0,0,0
Solyc03g062760,3,1,2,4,3,2
Solyc03g062770,0,0,0,0,0,0
Solyc03g062780,0,0,0,0,0,0
Solyc03g062790,23,36,42,46,73,36
Solyc03g062800,0,0,0,0,0,0
Solyc03g062810,0,0,0,0,0,0
Solyc03g062820,0,0,0,0,0,0
Solyc03g062830,288,350,347,88,114,122
Solyc03g062840,0,1,0,0,0,0
Solyc03g062850,0,0,0,0,0,0
Solyc03g062860,0,0,0,0,0,0
Solyc03g062870,0,0,0,0,0,0
Solyc03g062880,0,0,1,0,0,0
Solyc03g062890,290,493,362,223,357,156
Solyc03g062900,10,10,10,3,7,4
Solyc03g062910,70,47,78,13,17,24
Solyc03g062920,3,6,4,2,1,3
Solyc03g062930,0,0,1,0,1,2
Solyc03g062940,996,1330,976,452,469,383
Solyc03g062950,8,8,11,10,16,15
Solyc03g062960,0,0,0,0,0,0
Solyc03g062970,0,0,0,0,0,0
Solyc03g062980,0,0,0,0,0,0
Solyc03g063000,0,0,0,0,0,0
Solyc03g063010,0,0,0,0,0,0
Solyc03g063020,0,0,0,0,0,0
Solyc03g063030,17,39,27,5,7,4
Solyc03g063040,8,37,25,3,3,4
Solyc03g063050,0,0,0,0,0,0
Solyc03g063060,44,75,31,29,36,32
Solyc03g063070,0,0,0,0,0,0
Solyc03g063080,0,0,0,0,0,0
Solyc03g063090,0,0,1,1,0,0
Solyc03g063100,0,7,0,2,5,0
Solyc03g063110,138,235,127,69,77,53
Solyc03g063120,0,0,1,0,0,0
Solyc03g063130,0,0,0,0,0,0
Solyc03g063140,0,0,0,0,0,0
Solyc03g063150,0,0,0,0,0,0
Solyc03g063160,5,4,3,7,15,9
Solyc03g063170,0,0,0,0,0,0
Solyc03g063180,3,0,1,0,2,0
Solyc03g063190,0,1,0,0,1,0
Solyc03g063200,120,134,123,192,234,229
Solyc03g063210,54,60,44,64,80,94
Solyc03g063220,238,224,224,217,217,276
Solyc03g063240,183,268,203,97,106,81
Solyc03g063250,0,0,0,0,0,0
Solyc03g063260,50,40,38,71,65,65
Solyc03g063270,0,0,0,1,0,1
Solyc03g063280,320,347,297,470,525,420
Solyc03g063290,12,28,12,14,17,17
Solyc03g063300,0,0,0,0,0,0
Solyc03g063310,0,0,0,0,0,0
Solyc03g063320,112,102,145,111,134,165
Solyc03g063340,778,959,799,375,393,345
Solyc03g063350,148,182,162,172,239,243
Solyc03g063360,106,140,117,147,186,157
Solyc03g063370,4,0,4,0,0,0
Solyc03g063380,0,1,0,0,0,0
Solyc03g063390,8,12,13,2,4,7
Solyc03g063400,1,0,0,0,0,0
Solyc03g063410,0,0,0,0,0,0
Solyc03g063420,0,0,0,0,0,0
Solyc03g063440,0,0,0,0,0,0
Solyc03g063450,0,31,30,102,119,79
Solyc03g063460,0,0,0,0,2,1
Solyc03g063470,2,1,1,5,15,9
Solyc03g063480,0,0,0,0,0,0
Solyc03g063490,0,0,0,0,0,0
Solyc03g063500,2,3,0,1,5,1
Solyc03g063510,0,1,0,2,0,0
Solyc03g063520,0,0,0,0,0,0
Solyc03g063530,0,0,0,0,0,0
Solyc03g063540,0,0,0,0,0,0
Solyc03g063550,0,0,0,0,0,0
Solyc03g063560,1131,1529,1084,264,367,214
Solyc03g063580,2,2,0,1,2,4
Solyc03g063590,7,7,5,0,4,2
Solyc03g063600,814,1232,731,581,939,778
Solyc03g063630,4,6,11,7,8,18
Solyc03g063640,0,0,0,0,0,0
Solyc03g063650,19,21,15,10,8,8
Solyc03g063670,0,0,0,0,0,0
Solyc03g063680,10,19,7,5,7,6
Solyc03g063690,26,25,24,37,26,30
Solyc03g063700,0,0,0,0,0,0
Solyc03g063710,0,0,0,0,0,0
Solyc03g063720,2,5,2,2,0,3
Solyc03g063730,93,55,50,526,532,487
Solyc03g063740,0,0,0,0,1,0
Solyc03g063750,861,1489,846,112,189,149
Solyc03g063760,169,185,129,44,31,48
Solyc03g063770,2,8,8,0,1,2
Solyc03g063780,0,0,0,0,0,0
Solyc03g063790,0,0,0,0,0,0
Solyc03g063800,0,0,0,0,0,0
Solyc03g063810,0,0,0,0,0,0
Solyc03g063820,0,0,0,0,0,0
Solyc03g063850,0,0,0,0,0,0
Solyc03g063860,0,0,0,0,0,0
Solyc03g063880,386,566,379,535,593,719
Solyc03g063890,0,0,1,0,2,0
Solyc03g063900,0,0,0,0,0,0
Solyc03g063910,0,0,0,0,0,0
Solyc03g063920,0,0,0,0,0,0
Solyc03g063930,0,0,0,0,0,0
Solyc03g063940,4,4,2,0,0,1
Solyc03g063950,0,0,0,0,0,0
Solyc03g063960,0,0,1,0,0,0
Solyc03g063970,24,24,33,76,62,77
Solyc03g063980,7,24,12,1,0,2
Solyc03g064010,0,1,0,0,0,0
Solyc03g064020,0,0,0,0,0,0
Solyc03g064030,447,487,449,262,301,297
Solyc03g064040,1,2,3,5,3,4
Solyc03g065050,0,1,2,3,0,0
Solyc03g065060,0,0,0,0,0,0
Solyc03g065070,0,0,0,0,0,0
Solyc03g065080,0,0,0,0,0,0
Solyc03g065090,0,0,0,0,0,0
Solyc03g065110,0,0,0,0,0,0
Solyc03g065120,0,0,0,0,0,0
Solyc03g065130,0,0,0,0,0,0
Solyc03g065140,0,0,0,0,0,0
Solyc03g065150,0,0,0,0,0,0
Solyc03g065160,0,0,0,0,0,0
Solyc03g065170,0,0,0,0,0,0
Solyc03g065180,0,0,0,0,0,0
Solyc03g065190,0,0,0,0,0,0
Solyc03g065200,0,0,0,0,0,1
Solyc03g065220,0,0,0,0,0,1
Solyc03g065230,0,0,0,0,0,0
Solyc03g065240,0,0,0,0,0,0
Solyc03g065250,267,455,268,341,324,257
Solyc03g065260,29,32,33,45,18,18
Solyc03g065300,0,0,0,0,0,0
Solyc03g065310,0,0,0,0,0,0
Solyc03g065320,0,0,0,0,0,1
Solyc03g065330,0,0,0,0,0,0
Solyc03g065340,316,360,226,81,65,58
Solyc03g065350,0,0,0,0,0,0
Solyc03g070370,0,0,0,0,0,0
Solyc03g070380,1,1,0,0,0,0
Solyc03g070390,1,1,2,0,0,0
Solyc03g070400,0,0,0,0,0,0
Solyc03g070410,0,0,0,0,0,0
Solyc03g070420,0,0,0,0,0,0
Solyc03g070430,0,1,1,2,0,2
Solyc03g070440,0,0,0,0,0,0
Solyc03g070450,0,0,0,0,0,0
Solyc03g070460,0,0,0,0,0,0
Solyc03g070470,0,0,0,0,0,0
Solyc03g070480,0,0,0,0,0,0
Solyc03g071480,0,0,0,0,0,0
Solyc03g071490,0,0,0,0,0,0
Solyc03g071500,0,0,0,0,0,0
Solyc03g071510,0,0,0,0,0,0
Solyc03g071520,1,3,1,0,1,0
Solyc03g071530,0,0,0,0,1,0
Solyc03g071540,0,0,0,0,0,0
Solyc03g071550,87,84,56,80,69,88
Solyc03g071560,409,452,380,221,200,261
Solyc03g071570,1,6,5,2,2,1
Solyc03g071580,0,2,0,0,0,0
Solyc03g071590,31,60,63,1,31,17
Solyc03g071600,0,0,0,0,0,0
Solyc03g071610,0,0,0,0,0,0
Solyc03g071620,75,121,71,164,205,203
Solyc03g071630,0,0,0,0,1,1
Solyc03g071640,1,0,0,2,4,5
Solyc03g071650,45,47,45,7,7,14
Solyc03g071660,36,60,43,102,114,134
Solyc03g071670,0,0,1,0,0,0
Solyc03g071680,1,0,0,0,0,0
Solyc03g071690,22,24,30,8,12,3
Solyc03g071700,0,0,0,1,1,2
Solyc03g071710,277,297,239,268,292,255
Solyc03g071720,14,11,10,5,8,5
Solyc03g071730,0,0,0,0,0,0
Solyc03g071740,5,6,2,4,3,3
Solyc03g071750,3,4,4,1,2,1
Solyc03g071760,0,0,0,0,0,0
Solyc03g071770,0,1,0,0,0,2
Solyc03g071780,0,0,0,0,0,0
Solyc03g071790,0,0,0,0,0,0
Solyc03g071800,0,0,0,0,0,0
Solyc03g071810,0,0,0,0,0,0
Solyc03g071820,0,0,0,0,0,0
Solyc03g071830,2,0,1,0,0,0
Solyc03g071840,0,0,0,0,0,0
Solyc03g071850,8,4,5,1074,657,922
Solyc03g071860,40,51,15,20,34,19
Solyc03g071870,0,0,0,0,0,1
Solyc03g077870,0,0,0,0,0,0
Solyc03g077880,0,0,0,0,0,0
Solyc03g077890,0,0,0,0,0,0
Solyc03g077900,0,0,0,0,0,0
Solyc03g077910,82,103,77,72,68,62
Solyc03g077920,42,80,53,17,25,18
Solyc03g077930,0,0,1,0,0,0
Solyc03g077940,0,0,0,0,0,0
Solyc03g077950,6,6,2,3,9,9
Solyc03g077960,0,0,3,0,0,0
Solyc03g077970,0,0,1,0,0,0
Solyc03g077980,4,6,3,4,4,3
Solyc03g077990,0,0,0,0,0,0
Solyc03g078000,167,261,151,94,97,61
Solyc03g078010,1,3,2,0,0,0
Solyc03g078020,184,192,159,196,256,268
Solyc03g078030,0,0,0,0,0,0
Solyc03g078040,0,0,0,0,0,0
Solyc03g078050,167,218,126,628,702,819
Solyc03g078060,16,28,11,13,30,25
Solyc03g078070,0,2,2,0,0,0
Solyc03g078080,278,344,244,222,265,200
Solyc03g078090,1,0,0,4,3,1
Solyc03g078100,39,66,35,16,30,11
Solyc03g078110,3,1,1,4,3,6
Solyc03g078120,74,65,87,116,169,158
Solyc03g078130,0,0,0,0,0,0
Solyc03g078140,0,0,0,0,0,0
Solyc03g078150,4,5,8,0,1,0
Solyc03g078160,23,25,14,23,17,23
Solyc03g078170,0,0,0,0,0,0
Solyc03g078190,0,0,0,0,0,0
Solyc03g078200,0,1,0,0,0,1
Solyc03g078210,17,15,7,1,5,7
Solyc03g078220,0,0,0,0,0,0
Solyc03g078230,13,13,21,13,21,21
Solyc03g078240,64,46,118,27,58,65
Solyc03g078250,0,0,0,0,0,0
Solyc03g078260,0,0,0,0,0,0
Solyc03g078270,201,364,141,117,160,84
Solyc03g078280,1,3,0,0,1,0
Solyc03g078290,178,205,120,196,227,217
Solyc03g078300,148,166,129,92,82,118
Solyc03g078310,1,1,0,0,0,0
Solyc03g078320,0,0,1,0,0,0
Solyc03g078330,0,0,0,0,0,0
Solyc03g078340,0,0,0,0,0,0
Solyc03g078350,98,115,96,63,116,90
Solyc03g078360,374,540,380,692,813,806
Solyc03g078370,85,101,68,75,96,136
Solyc03g078380,526,732,499,379,395,340
Solyc03g078390,196,189,178,178,204,187
Solyc03g078400,6107,8192,5310,6630,7544,8523
Solyc03g078410,0,0,0,0,0,0
Solyc03g078420,0,0,0,1,0,0
Solyc03g078430,0,0,0,0,0,0
Solyc03g078440,0,1,0,0,0,0
Solyc03g078450,0,0,0,0,0,0
Solyc03g078470,0,0,0,0,0,0
Solyc03g078480,0,0,0,0,0,0
Solyc03g078490,25,42,23,59,46,70
Solyc03g078500,0,6,0,0,0,0
Solyc03g078510,1,1,1,0,0,0
Solyc03g078520,408,400,260,251,287,243
Solyc03g078530,0,0,1,0,1,0
Solyc03g078540,5,4,6,17,24,14
Solyc03g078550,3,4,4,1,1,3
Solyc03g078560,0,0,0,1,1,0
Solyc03g078570,167,206,125,101,164,154
Solyc03g078580,0,0,0,0,0,0
Solyc03g078590,12,13,3,10,8,8
Solyc03g078600,0,0,0,0,0,0
Solyc03g078610,55,83,51,55,73,71
Solyc03g078620,0,0,0,0,0,0
Solyc03g078630,90,98,74,162,177,182
Solyc03g078640,43,66,36,25,47,30
Solyc03g078650,0,3,1,1,0,0
Solyc03g078670,0,0,0,0,0,0
Solyc03g078680,0,0,0,0,0,0
Solyc03g078690,2,2,5,0,1,2
Solyc03g078700,0,0,1,0,0,0
Solyc03g078710,2,1,2,0,4,1
Solyc03g078720,14,15,11,6,15,2
Solyc03g078730,3,6,3,1,11,0
Solyc03g078740,0,1,1,0,0,3
Solyc03g078750,0,0,0,0,0,0
Solyc03g078770,6,2,1,1,0,0
Solyc03g078780,62,45,63,177,217,193
Solyc03g078790,21,22,16,59,59,67
Solyc03g078800,1,0,1,1,1,0
Solyc03g078810,27,14,25,69,83,86
Solyc03g078820,0,0,0,0,0,0
Solyc03g078830,0,0,0,3,0,0
Solyc03g078840,0,0,0,0,0,0
Solyc03g078850,0,0,0,0,0,0
Solyc03g079850,208,205,182,259,271,246
Solyc03g079860,0,0,0,0,0,0
Solyc03g079870,5,4,4,6,1,2
Solyc03g079880,0,0,2,2,0,0
Solyc03g079890,0,0,0,0,0,0
Solyc03g079900,6,1,4,22,31,44
Solyc03g079910,0,1,0,0,1,1
Solyc03g079920,205,242,169,97,136,108
Solyc03g079930,799,882,780,2888,3596,3204
Solyc03g079940,829,1075,824,831,969,878
Solyc03g079950,117,148,99,142,144,148
Solyc03g079960,0,0,0,1,0,0
Solyc03g079970,5,10,4,2,2,1
Solyc03g079980,2,2,1,0,4,3
Solyc03g079990,0,0,1,2,1,7
Solyc03g080000,0,0,0,0,0,0
Solyc03g080010,62,65,47,18,24,21
Solyc03g080020,50,109,57,95,114,67
Solyc03g080030,3,0,1,0,0,0
Solyc03g080040,41,40,60,48,71,72
Solyc03g080050,731,721,630,1000,972,1097
Solyc03g080060,70,142,63,168,144,53
Solyc03g080070,9,0,2,2,10,3
Solyc03g080080,63,51,58,130,110,133
Solyc03g080090,1330,1585,1327,5275,6510,7314
Solyc03g080100,341,649,184,931,1273,521
Solyc03g080110,9,6,9,6,9,6
Solyc03g080120,16,9,6,51,64,51
Solyc03g080130,0,0,0,0,0,0
Solyc03g080140,702,961,629,546,622,524
Solyc03g080150,0,0,0,1,1,1
Solyc03g080160,628,915,543,451,601,563
Solyc03g080170,27,49,24,21,26,15
Solyc03g080180,60,92,24,72,66,40
Solyc03g080190,10,27,12,45,59,47
Solyc03g081190,0,0,0,0,0,0
Solyc03g081200,21,21,19,14,14,15
Solyc03g081210,9,6,17,4,5,8
Solyc03g081220,286,320,238,258,242,306
Solyc03g081230,1,0,0,1,3,0
Solyc03g081240,83,96,76,780,960,711
Solyc03g081250,0,1,0,0,0,0
Solyc03g081260,31,54,29,55,50,35
Solyc03g081270,16,21,8,159,163,142
Solyc03g081290,0,0,0,0,1,0
Solyc03g081300,85,130,81,80,113,107
Solyc03g081310,89,128,94,112,146,111
Solyc03g081320,189,168,212,205,244,252
Solyc03g081330,34,53,37,1082,717,992
Solyc03g081340,0,0,0,0,0,0
Solyc03g082340,0,0,0,0,0,0
Solyc03g082350,5,5,7,5,5,4
Solyc03g082360,0,0,0,0,0,0
Solyc03g082370,380,447,444,831,953,637
Solyc03g082380,1594,1870,1561,419,499,687
Solyc03g082390,182,266,166,177,237,175
Solyc03g082400,536,685,460,480,578,517
Solyc03g082410,81,89,51,67,67,65
Solyc03g082420,805,1322,1207,295,384,132
Solyc03g082430,8,10,27,3,14,17
Solyc03g082440,618,1029,552,574,665,667
Solyc03g082450,0,1,0,1,0,1
Solyc03g082460,0,0,0,0,0,1
Solyc03g082470,3,2,3,1,1,1
Solyc03g082480,174,242,173,282,304,314
Solyc03g082490,1916,2474,1829,1372,1561,1666
Solyc03g082500,189,214,177,327,345,263
Solyc03g082510,2,3,4,3,3,7
Solyc03g082520,96,57,184,660,433,588
Solyc03g082530,66,44,97,413,408,463
Solyc03g082540,39,80,54,114,129,173
Solyc03g082550,4,12,9,45,37,40
Solyc03g082560,7,13,5,2,4,0
Solyc03g082570,202,348,237,543,577,601
Solyc03g082580,108,185,100,92,127,102
Solyc03g082590,447,548,360,494,534,566
Solyc03g082600,675,766,527,768,750,995
Solyc03g082610,250,320,213,121,120,114
Solyc03g082620,93,138,63,90,76,75
Solyc03g082630,26,23,20,46,61,46
Solyc03g082640,12,7,3,2,6,3
Solyc03g082650,0,0,0,0,0,0
Solyc03g082660,111,157,90,494,523,573
Solyc03g082670,15,29,20,28,26,30
Solyc03g082680,290,313,232,148,198,155
Solyc03g082690,117,128,60,28,48,34
Solyc03g082700,1,1,3,5,3,1
Solyc03g082710,226,303,213,200,213,276
Solyc03g082720,303,511,281,602,639,552
Solyc03g082730,3,0,1,1,0,1
Solyc03g082740,38,51,32,15,17,14
Solyc03g082750,0,0,0,0,0,0
Solyc03g082760,0,0,0,0,0,1
Solyc03g082770,1,0,1,1,0,0
Solyc03g082780,0,0,0,0,0,0
Solyc03g082790,0,0,0,0,0,1
Solyc03g082800,0,3,0,5,5,13
Solyc03g082810,0,1,0,0,0,0
Solyc03g082820,116,149,110,55,66,51
Solyc03g082830,33,55,41,36,43,65
Solyc03g082840,1,10,7,0,1,4
Solyc03g082850,218,267,210,109,145,130
Solyc03g082860,3,6,3,18,28,8
Solyc03g082870,40,38,39,44,60,81
Solyc03g082880,12,14,9,14,7,19
Solyc03g082890,65,102,88,73,104,48
Solyc03g082900,5,1,10,10,8,3
Solyc03g082910,189,244,151,309,347,383
Solyc03g082920,810,1131,761,3671,4013,4973
Solyc03g082930,1,3,3,6,0,5
Solyc03g082940,609,765,477,398,512,543
Solyc03g082950,0,0,0,1,1,0
Solyc03g082960,176,299,188,73,149,61
Solyc03g082970,90,150,84,98,168,75
Solyc03g082980,533,682,508,1818,2274,1903
Solyc03g082990,15,33,23,22,22,10
Solyc03g083000,201,224,190,125,130,134
Solyc03g083010,47,61,37,62,70,56
Solyc03g083020,5,5,3,15,9,11
Solyc03g083030,464,712,453,247,342,222
Solyc03g083040,0,0,0,0,0,0
Solyc03g083050,2,1,0,0,0,0
Solyc03g083060,33,52,38,80,110,87
Solyc03g083070,73,97,54,55,59,59
Solyc03g083080,1,1,1,6,10,15
Solyc03g083090,409,1030,763,867,1428,685
Solyc03g083100,16,20,17,13,12,9
Solyc03g083110,0,0,0,0,0,0
Solyc03g083120,0,0,2,0,0,0
Solyc03g083130,15,13,10,8,5,11
Solyc03g083140,65,54,57,33,37,41
Solyc03g083150,129,113,124,61,64,77
Solyc03g083160,22,14,10,6,8,12
Solyc03g083170,25,11,11,4,5,7
Solyc03g083180,6,3,2,0,0,2
Solyc03g083190,52,51,47,14,12,27
Solyc03g083200,14,16,7,1,3,9
Solyc03g083210,138,116,97,62,78,90
Solyc03g083220,0,0,0,0,0,0
Solyc03g083230,0,0,0,0,1,1
Solyc03g083240,68,103,83,28,42,35
Solyc03g083250,302,499,376,187,283,235
Solyc03g083260,5,7,1,9,6,3
Solyc03g083270,49,59,45,27,50,49
Solyc03g083280,567,816,699,781,952,787
Solyc03g083290,27,35,27,6,17,11
Solyc03g083300,76,102,44,83,97,82
Solyc03g083310,370,449,405,482,584,491
Solyc03g083320,0,0,0,0,0,0
Solyc03g083330,257,386,247,358,412,338
Solyc03g083340,0,0,0,0,0,0
Solyc03g083350,411,427,362,169,173,190
Solyc03g083360,12,14,6,12,11,9
Solyc03g083370,1,0,0,0,0,0
Solyc03g083380,0,0,0,0,0,0
Solyc03g083390,1273,1565,1317,990,1059,988
Solyc03g083400,14,13,13,18,19,24
Solyc03g083410,93,128,101,90,103,107
Solyc03g083420,399,634,346,223,314,207
Solyc03g083430,1746,1795,1630,767,881,1032
Solyc03g083440,15239,9638,11844,1659,934,2639
Solyc03g083450,113,125,99,127,164,112
Solyc03g083460,27,11,25,29,28,38
Solyc03g083470,25,24,17,74,24,42
Solyc03g083480,17,16,9,227,78,110
Solyc03g083490,0,0,0,0,0,0
Solyc03g083500,2,0,4,0,0,0
Solyc03g083510,0,0,0,0,0,0
Solyc03g083520,285,345,254,501,663,626
Solyc03g083530,761,980,633,609,644,677
Solyc03g083540,139,122,123,159,204,198
Solyc03g083550,9,14,17,21,24,27
Solyc03g083560,33,65,47,2,6,3
Solyc03g083570,52,97,78,65,100,68
Solyc03g083580,53,49,57,35,56,48
Solyc03g083590,2,7,6,10,20,20
Solyc03g083600,0,0,1,0,3,0
Solyc03g083610,56,88,87,33,44,41
Solyc03g083620,0,0,1,0,1,2
Solyc03g083630,0,0,0,0,0,0
Solyc03g083640,0,0,0,0,0,0
Solyc03g083650,0,3,1,3,5,14
Solyc03g083660,0,0,0,0,0,0
Solyc03g083670,5,7,2,6,4,7
Solyc03g083680,15,11,9,16,7,11
Solyc03g083690,3,5,0,1,0,0
Solyc03g083700,0,0,0,0,0,0
Solyc03g083710,0,0,0,0,0,0
Solyc03g083720,0,0,0,0,0,0
Solyc03g083730,6,10,2,3,4,6
Solyc03g083740,0,0,1,0,0,0
Solyc03g083760,4,8,15,5,2,2
Solyc03g083770,0,0,0,0,1,0
Solyc03g083780,0,0,0,0,0,0
Solyc03g083790,0,1,0,0,0,0
Solyc03g083800,6,14,12,13,23,20
Solyc03g083810,3,2,2,2,1,1
Solyc03g083820,0,0,0,0,0,0
Solyc03g083830,0,0,0,0,0,0
Solyc03g083840,0,0,0,0,0,0
Solyc03g083850,1,0,0,1,0,0
Solyc03g083860,0,0,1,0,0,0
Solyc03g083870,0,0,0,0,0,0
Solyc03g083880,0,0,1,0,0,0
Solyc03g083890,0,0,0,0,0,0
Solyc03g083900,95,176,57,35,84,55
Solyc03g083910,14858,9228,23189,1216,1971,1259
Solyc03g083920,0,0,0,0,0,0
Solyc03g083930,0,0,0,0,0,0
Solyc03g083940,0,0,0,0,0,0
Solyc03g083950,11,3,5,4,2,4
Solyc03g083960,6,2,7,246,199,263
Solyc03g083970,1368,1181,1158,511,485,620
Solyc03g083980,0,0,0,0,0,0
Solyc03g083990,0,0,0,0,0,0
Solyc03g090990,0,0,0,0,0,0
Solyc03g091000,0,0,0,0,1,0
Solyc03g091010,0,0,0,0,0,0
Solyc03g091020,0,0,0,0,0,0
Solyc03g091030,0,0,0,0,1,0
Solyc03g091040,0,0,0,0,1,0
Solyc03g093040,0,0,0,0,0,0
Solyc03g093050,0,0,0,0,1,0
Solyc03g093060,0,0,0,0,0,0
Solyc03g093070,0,0,0,0,0,0
Solyc03g093080,133,77,50,986,837,1440
Solyc03g093090,1,3,6,0,0,1
Solyc03g093100,5,10,0,4,0,7
Solyc03g093110,100,87,51,730,754,1021
Solyc03g093120,127,107,51,980,909,1388
Solyc03g093130,134,101,64,1175,1071,1692
Solyc03g093140,375,1151,495,785,890,794
Solyc03g093150,36,35,31,44,52,51
Solyc03g093160,854,841,756,313,383,484
Solyc03g093170,0,0,0,0,0,0
Solyc03g093180,0,0,0,0,0,0
Solyc03g093190,0,0,0,0,0,0
Solyc03g093200,240,267,192,267,339,398
Solyc03g093210,11,10,9,15,29,16
Solyc03g093220,48,56,51,83,86,46
Solyc03g093230,0,0,0,0,3,0
Solyc03g093240,118,150,101,154,209,118
Solyc03g093250,27,33,15,17,9,7
Solyc03g093260,17,22,15,7,4,6
Solyc03g093270,0,0,0,0,0,0
Solyc03g093280,0,0,0,0,0,0
Solyc03g093290,0,0,0,0,0,0
Solyc03g093300,110,140,141,112,131,137
Solyc03g093310,0,7,0,2,2,0
Solyc03g093320,0,0,0,0,0,0
Solyc03g093330,0,0,0,0,5,1
Solyc03g093340,29,29,34,23,71,70
Solyc03g093350,310,294,279,152,200,242
Solyc03g093360,0,7,10,23,6,8
Solyc03g093370,0,0,0,0,0,0
Solyc03g093380,4,17,9,6,9,11
Solyc03g093390,0,0,0,0,0,0
Solyc03g093400,1,8,2,2,1,0
Solyc03g093410,0,0,0,0,0,0
Solyc03g093420,1,0,2,1,1,0
Solyc03g093430,119,247,154,127,138,92
Solyc03g093440,3,14,12,5,12,11
Solyc03g093450,67,71,76,43,49,37
Solyc03g093460,5,7,3,0,3,2
Solyc03g093470,21,42,21,38,53,19
Solyc03g093480,554,529,528,593,659,828
Solyc03g093490,4,4,3,0,1,1
Solyc03g093500,3,5,6,0,1,3
Solyc03g093510,27,53,23,277,238,256
Solyc03g093520,209,216,170,189,227,262
Solyc03g093530,0,1,0,0,0,0
Solyc03g093540,13,32,19,5,7,9
Solyc03g093550,13,48,29,3,10,8
Solyc03g093560,82,185,111,16,61,40
Solyc03g093580,1,0,0,1,0,0
Solyc03g093590,9,19,9,3,11,6
Solyc03g093600,23,32,13,8,14,10
Solyc03g093610,2,13,5,3,3,5
Solyc03g093620,0,0,0,0,1,0
Solyc03g093630,6,7,6,7,18,19
Solyc03g093640,395,448,377,268,295,317
Solyc03g093650,0,0,0,0,0,0
Solyc03g093660,0,0,0,0,0,1
Solyc03g093670,0,1,0,0,0,0
Solyc03g093680,228,301,196,262,285,283
Solyc03g093690,1406,1979,1401,1553,1620,1234
Solyc03g093700,2,4,1,2,1,3
Solyc03g093710,0,1,0,0,0,0
Solyc03g093720,0,0,1,0,0,1
Solyc03g093730,0,0,0,0,0,0
Solyc03g093740,1,0,0,0,0,0
Solyc03g093750,0,0,1,0,0,0
Solyc03g093760,9,8,5,2,2,4
Solyc03g093770,0,0,0,0,0,0
Solyc03g093780,3,0,2,0,0,0
Solyc03g093790,0,0,0,2,1,0
Solyc03g093800,2,2,1,27,6,4
Solyc03g093810,0,0,0,0,0,0
Solyc03g093820,0,0,0,0,0,0
Solyc03g093830,506,848,568,395,445,365
Solyc03g093840,3,5,2,0,4,11
Solyc03g093850,8,3,15,5,4,17
Solyc03g093860,16,4,12,4,9,10
Solyc03g093870,0,0,0,2,1,0
Solyc03g093880,549,776,485,96,77,82
Solyc03g093890,7,17,1,5,13,14
Solyc03g093900,0,0,0,0,0,0
Solyc03g093920,0,0,0,0,0,0
Solyc03g093930,0,0,0,2,0,0
Solyc03g093940,0,0,0,0,0,0
Solyc03g093950,0,0,0,0,0,0
Solyc03g093960,0,0,0,0,0,0
Solyc03g093970,143,166,134,221,246,231
Solyc03g093980,0,0,0,0,0,0
Solyc03g093990,164,229,152,145,146,164
Solyc03g094000,0,0,0,1,0,0
Solyc03g094010,6,21,4,35,43,15
Solyc03g094020,6,5,0,10,3,16
Solyc03g094030,67,102,85,106,156,91
Solyc03g094040,74,77,56,45,58,70
Solyc03g094050,16,26,19,21,18,25
Solyc03g094060,32,40,34,28,55,40
Solyc03g094070,23,31,23,36,38,32
Solyc03g094080,972,1517,1072,797,795,836
Solyc03g094090,634,888,627,492,506,486
Solyc03g094100,0,0,0,0,0,0
Solyc03g094110,7,3,0,2,1,0
Solyc03g094120,15,7,2,3,3,0
Solyc03g094130,0,0,0,0,0,0
Solyc03g094140,0,0,0,0,0,0
Solyc03g094150,0,0,0,0,0,0
Solyc03g094160,80,158,85,33,27,31
Solyc03g094170,0,0,0,0,0,0
Solyc03g095180,55,79,59,65,97,52
Solyc03g095190,128,200,136,176,237,126
Solyc03g095200,73,115,78,23,39,37
Solyc03g095210,0,0,0,0,1,0
Solyc03g095220,357,399,338,742,835,671
Solyc03g095230,7,7,6,23,15,13
Solyc03g095240,18,12,13,41,57,57
Solyc03g095250,4,28,13,3,5,2
Solyc03g095260,242,247,240,326,425,378
Solyc03g095270,0,0,0,0,0,0
Solyc03g095290,324,443,329,88,127,96
Solyc03g095300,4,6,5,1,0,3
Solyc03g095310,24,33,13,86,90,52
Solyc03g095320,10,9,11,2,4,6
Solyc03g095330,109,106,53,33,46,38
Solyc03g095340,0,0,0,0,0,0
Solyc03g095350,4,2,8,0,2,1
Solyc03g095360,1061,1154,940,680,729,756
Solyc03g095370,16,12,9,9,8,11
Solyc03g095380,3,27,27,4,5,14
Solyc03g095390,1,3,1,1,1,2
Solyc03g095400,3,3,0,2,0,2
Solyc03g095410,599,657,536,323,310,452
Solyc03g095420,0,0,0,0,0,0
Solyc03g095430,0,0,0,0,0,0
Solyc03g095440,0,0,0,0,0,0
Solyc03g095450,36,47,33,111,98,116
Solyc03g095460,0,0,0,0,0,0
Solyc03g095470,118,150,127,190,227,194
Solyc03g095480,0,0,0,0,0,0
Solyc03g095490,10,14,3,4,3,2
Solyc03g095500,0,0,0,0,0,0
