logFC	logCPM	PValue	FDR
Solyc12g017420	-0.80844266153636	5.15549364836082	3.86123491421475e-05	0.000258310739483597
Solyc12g017430	-0.712346799460352	-1.35006205921829	1	1
Solyc12g017440	0	-1.66887626930952	1	1
Solyc12g017450	-0.316852220444021	3.80659063048384	0.208980340484132	0.498815058354006
Solyc12g017460	-0.643690802032846	0.315046971980333	0.441425607453033	0.888304600350752
Solyc12g017470	1.10652959043676	1.12648068664011	0.0161210389906836	0.0576080799577556
Solyc12g017480	0.0556553368450221	0.454701188512062	1	1
Solyc12g017500	0	-1.66887626930952	1	1
Solyc12g017510	0.520625817458423	4.86762920602378	0.0356341727148369	0.113715150796306
Solyc12g017520	-0.747502555142972	-1.34832776247561	1	1
Solyc12g017530	0.451065642242333	5.55136284715673	0.0338379684543281	0.108804734306801
Solyc12g017540	0.893372885002383	5.44902505234525	2.78538842834896e-06	2.29376770100247e-05
Solyc12g017550	0	-1.66887626930952	1	1
Solyc12g017560	0	-1.66887626930952	1	1
Solyc12g017570	0.548478923087338	7.49538154133318	0.00125256513362106	0.00603801074337292
Solyc12g017580	0	-1.66887626930952	1	1
Solyc12g017600	-4.99615958492543	-0.676290514051869	0.00244104226567543	0.0109197571506004
Solyc12g017610	1.63070952054054	0.368938728229207	0.0120637204970071	0.0448348482127105
Solyc12g017620	1.90315187527494	-1.55243817593902	1	1
Solyc12g017630	1.74786038246372	3.87996726885461	7.59302038265665e-11	1.25923027138738e-09
Solyc12g017660	1.8922694916627	-1.55327806426292	1	1
Solyc12g017670	0	-1.66887626930952	1	1
Solyc12g017690	0.108687683111968	4.20423230676226	0.672313223613869	1
Solyc12g017700	2.48232748275151	0.0406517494363177	0.00316672574596925	0.0137773596818184
Solyc12g017710	0	-1.66887626930952	1	1
Solyc12g017720	0	-1.66887626930952	1	1
Solyc12g017730	0	-1.66887626930952	1	1
Solyc12g017740	0	-1.66887626930952	1	1
Solyc12g017750	-2.13534516773627	0.0999275183270228	0.0193712653074405	0.0676154317349972
Solyc12g017760	0	-1.66887626930952	1	1
Solyc12g017770	0	-1.66887626930952	1	1
Solyc12g017780	0	-1.66887626930952	1	1
Solyc12g017790	0	-1.66887626930952	1	1
Solyc12g017800	0	-1.66887626930952	1	1
Solyc12g017810	0	-1.66887626930952	1	1
Solyc12g017820	0	-1.66887626930952	1	1
Solyc12g017830	-0.448128577322774	7.0109265303224	0.0111397440487942	0.0418733286390684
Solyc12g017840	0	-1.66887626930952	1	1
Solyc12g017850	1.75532901485299	4.07130872169934	1.8051107434691e-11	3.24798346054152e-10
Solyc12g017860	0.239007055267543	4.09386600157057	0.316422486054928	0.686174826603565
Solyc12g017870	0	-1.66887626930952	1	1
Solyc12g017880	2.68147448123673	-1.44624443180587	0.535058685224262	0.996590902769428
Solyc12g017890	0	-1.66887626930952	1	1
Solyc12g017900	-2.38282815722468	-0.930797694646675	0.0897962835229101	0.248000281366319
Solyc12g017910	-0.468245912486277	5.89252458690368	0.00911974031717051	0.0351812066201267
Solyc12g017920	0.0445893805137743	3.19046859078603	0.902779889374941	1
Solyc12g017930	0	-1.66887626930952	1	1
Solyc12g017950	0	-1.66887626930952	1	1
Solyc12g017960	0.548160676532258	-0.395423605422054	0.668881191101799	1
Solyc12g017970	1.75595799674889	-0.16551510686214	0.0354123088472513	0.113185756957064
Solyc12g018970	-1.86618729120077	-1.5528125803482	0.999999999999992	1
Solyc12g018980	0	-1.66887626930952	1	1
Solyc12g018990	-0.63915414738285	6.35754123132074	0.00492718921579534	0.0204917963948413
Solyc12g019000	1.18122255298451	5.59130903675592	1.16223042739713e-09	1.64268522801059e-08
Solyc12g019010	-1.57673021042647	3.27985049148501	2.31106206404781e-06	1.93155841872896e-05
Solyc12g019020	-4.9615158422765	2.32629476100725	4.65645015535626e-14	1.16585828799608e-12
Solyc12g019040	0	-1.66887626930952	1	1
Solyc12g019050	0	-1.66887626930952	1	1
Solyc12g019060	-0.107141774651958	5.57672606006229	0.569166819245657	1
Solyc12g019070	0	-1.66887626930952	1	1
Solyc12g019080	0	-1.66887626930952	1	1
Solyc12g019090	0.825712944110423	-1.34503391324531	1	1
Solyc12g019100	-0.623190707782746	1.34714360754121	0.165345941940819	0.411006716406342
Solyc12g019110	-0.490525536761351	2.97793319679137	0.110248023603116	0.294597038755417
Solyc12g019120	0	-1.66887626930952	1	1
Solyc12g019130	0	-1.66887626930952	1	1
Solyc12g019140	0	-1.66887626930952	1	1
Solyc12g019150	2.68147589644586	-1.44624443180587	0.535042442193144	0.996590902769428
Solyc12g019160	0	-1.66887626930952	1	1
Solyc12g019170	0	-1.66887626930952	1	1
Solyc12g019180	-1.86617847847319	-1.5528125803482	1	1
Solyc12g019190	0	-1.66887626930952	1	1
Solyc12g019200	0	-1.66887626930952	1	1
Solyc12g019210	0.080157506660539	2.70091231780954	0.815626962137431	1
Solyc12g019220	0	-1.66887626930952	1	1
Solyc12g019230	3.22760055012739	-0.608870388303132	0.0108773409197339	0.041031655237845
Solyc12g019240	0	-1.66887626930952	1	1
Solyc12g019260	0	-1.66887626930952	1	1
Solyc12g019270	0.0520111960346087	-0.165820401248778	1	1
Solyc12g019280	0	-1.66887626930952	1	1
Solyc12g019290	0.56014565512341	5.87983981205616	0.00193599819532774	0.00888246919396835
Solyc12g019300	0.523676947544731	1.21059527978742	0.298045365741786	0.654662961171095
Solyc12g019310	0.291459068183277	3.7769452335701	0.228572925047124	0.536835653192986
Solyc12g019320	-0.240444977663255	-0.864445276837868	1	1
Solyc12g019330	0	-1.66887626930952	1	1
Solyc12g019340	0	-1.66887626930952	1	1
Solyc12g019350	0	-1.66887626930952	1	1
Solyc12g019360	0	-1.66887626930952	1	1
Solyc12g019370	0	-1.66887626930952	1	1
Solyc12g019380	0	-1.66887626930952	1	1
Solyc12g019390	1.33302020916802	-1.25254284284398	0.63970127974612	1
Solyc12g019400	0	-1.66887626930952	1	1
Solyc12g019410	0.17814528599659	0.557925681882929	0.904317244984536	1
Solyc12g019420	0	-1.66887626930952	1	1
Solyc12g019430	-1.83898851530705	-1.55503822971442	1	1
Solyc12g019440	0	-1.66887626930952	1	1
Solyc12g019450	0.468269521930035	2.69950496704938	0.127876027671178	0.334117132867128
Solyc12g019460	2.22779165954058	6.07948964204561	2.87773252671013e-29	2.82302309195092e-27
Solyc12g019470	0.998981324625085	5.04825089581269	1.52188358787374e-06	1.31501496282885e-05
Solyc12g019480	-2.71071309305752	-0.799025612366496	0.0362834538133975	0.115428316285989
Solyc12g019490	0.257722629983225	2.63390337728324	0.430928575427708	0.871569984791964
Solyc12g019500	0	-1.66887626930952	1	1
Solyc12g019510	0	-1.66887626930952	1	1
Solyc12g019530	0	-1.66887626930952	1	1
Solyc12g019540	0.616944100381455	0.74946598786669	0.217684375766151	0.515480758079177
Solyc12g019550	0	-1.66887626930952	1	1
Solyc12g019560	-0.749334818651067	0.0844885726486089	0.475071098094663	0.94122512685608
Solyc12g019570	-0.46280248452527	0.943462622040898	0.423843791651769	0.860649242935971
Solyc12g019580	0	-1.66887626930952	1	1
Solyc12g019590	0	-1.66887626930952	1	1
Solyc12g019600	0	-1.66887626930952	1	1
Solyc12g019610	-4.47421588610922	-0.931680138079956	0.0286705737832614	0.0945170890232883
Solyc12g019620	0	-1.66887626930952	1	1
Solyc12g019630	0	-1.66887626930952	1	1
Solyc12g019640	-1.86882447218628	-1.55254221346525	0.999999999999995	1
Solyc12g019670	0.0469530898272666	-1.44845417320894	1	1
Solyc12g019680	0.624546288900113	1.33421147834044	0.247655875914245	0.571679447146636
Solyc12g019690	-0.325579040221578	2.32376271429092	0.339639267934643	0.725244595558406
Solyc12g019700	3.3105498971056	0.307318201086657	4.32547115598277e-05	0.000285788882864942
Solyc12g019710	-0.295239259867521	0.528408334024357	0.636472825415289	1
Solyc12g019720	1.74809562720546	-1.16549702493869	0.424460991224344	0.861537095314847
Solyc12g019730	3.18664621496797	-1.34705241796093	0.273714029809936	0.614461839482256
Solyc12g019740	-0.941671054211105	6.04502704026325	5.77968861471168e-06	4.49924336523408e-05
Solyc12g019750	-1.77808509488973	5.43148551220287	1.6879630979368e-19	7.07091610398688e-18
Solyc12g019760	0	-1.66887626930952	1	1
Solyc12g019770	0	-1.66887626930952	1	1
Solyc12g019780	0	-1.66887626930952	1	1
Solyc12g019790	0	-1.66887626930952	1	1
Solyc12g019800	0	-1.66887626930952	1	1
Solyc12g019810	0	-1.66887626930952	1	1
Solyc12g019820	0	-1.66887626930952	1	1
Solyc12g019830	0	-1.66887626930952	1	1
Solyc12g019840	-1.86886524854757	-1.55254221346525	0.999999999999999	1
Solyc12g019850	0	-1.66887626930952	1	1
Solyc12g019860	0.141065855748728	6.98414428183901	0.403231741299291	0.830996102930309
Solyc12g019870	0	-1.66887626930952	1	1
Solyc12g019880	0	-1.66887626930952	1	1
Solyc12g019890	1.90991080396652	3.72702480485517	9.08321819899154e-13	1.9094002324236e-11
Solyc12g019900	0	-1.66887626930952	1	1
Solyc12g019910	0	-1.66887626930952	1	1
Solyc12g019920	0	-1.66887626930952	1	1
Solyc12g019930	0	-1.66887626930952	1	1
Solyc12g019940	0	-1.66887626930952	1	1
Solyc12g019950	0	-1.66887626930952	1	1
Solyc12g019960	0.105504815619606	5.65604002974558	0.591834053843365	1
Solyc12g019970	0	-1.66887626930952	1	1
Solyc12g019980	-0.1268370950709	3.05033922232832	0.668179867561324	1
Solyc12g019990	0.17658064771479	0.747352581573377	0.741562546772058	1
Solyc12g020000	0.317142130553957	7.3483084914937	0.0672408415606537	0.194816678197632
Solyc12g020010	0	-1.66887626930952	1	1
Solyc12g020020	0	-1.66887626930952	1	1
Solyc12g020030	0	-1.66887626930952	1	1
Solyc12g020040	0	-1.66887626930952	1	1
Solyc12g020050	0.919866598993994	6.02073979416777	3.65991912412395e-07	3.50905608568339e-06
Solyc12g020110	-0.883080995716863	1.49040707650811	0.050565833345077	0.15321522507412
Solyc12g020120	-1.86885911823673	-1.55254221346525	0.999999999999999	1
Solyc12g020130	0	-1.66887626930952	1	1
Solyc12g021130	-0.460399378075059	4.04985005593956	0.0662328000227862	0.192425871864076
Solyc12g021140	0.0224644952919915	-1.44624419401579	1	1
Solyc12g021150	0.0224402828601156	-1.44624419401579	1	1
Solyc12g021160	-1.18699385199865	-0.0844082703431432	0.114954190370958	0.305176528477354
Solyc12g021170	-0.425018358809817	5.11007470301764	0.030597748648822	0.0998748018918736
Solyc12g021180	-1.16354896355121	2.95277288760489	0.000181613477697363	0.00105590009040622
Solyc12g021190	-0.495257820672614	4.46311732851237	0.0323536259029043	0.104796454963648
Solyc12g021200	0	-1.66887626930952	1	1
Solyc12g021210	0	-1.66887626930952	1	1
Solyc12g021220	0	-1.66887626930952	1	1
Solyc12g021230	0.302983591113174	5.85985860699174	0.111134330213421	0.296729401058662
Solyc12g021240	0.0640597930399781	-1.25727085869412	1	1
Solyc12g021250	0	-1.66887626930952	1	1
Solyc12g021260	0	-1.66887626930952	1	1
Solyc12g021270	0	-1.66887626930952	1	1
Solyc12g021280	-0.424868776771338	3.04061539674042	0.188574342828033	0.458619035183774
Solyc12g021290	-0.464054336913555	5.74836893778234	0.0289104300474727	0.0951628284558858
Solyc12g021300	-0.341774447285537	2.11750186712803	0.41811507141412	0.852355860581048
Solyc12g021310	-0.557324265124288	2.69959659334731	0.0966971782318818	0.263910948479925
Solyc12g021320	-1.0315550640739	0.198624356479268	0.133614693098995	0.347204238794432
Solyc12g021330	0.44250710520633	1.59761661076889	0.302707210769705	0.663512921399428
Solyc12g021340	-0.217123416299349	3.19962960642681	0.455225456770261	0.910057822650443
Solyc12g021350	0	-1.66887626930952	1	1
Solyc12g021360	-0.358295633205215	3.89856738255951	0.130707896199036	0.340747174484191
Solyc12g026360	0	-1.66887626930952	1	1
Solyc12g026370	0	-1.66887626930952	1	1
Solyc12g026380	0	-1.66887626930952	1	1
Solyc12g026400	-0.447096903138529	6.13545206050531	0.0120599458886916	0.044830415422457
Solyc12g026410	0	-1.66887626930952	1	1
Solyc12g026420	-1.55951310536558	3.1668977891081	1.48676369581742e-07	1.52123874085596e-06
Solyc12g026430	-0.887500915526099	4.96571877905721	8.6805381757004e-06	6.54754668174518e-05
Solyc12g026440	0	-1.66887626930952	1	1
Solyc12g026450	0	-1.66887626930952	1	1
Solyc12g026460	0	-1.66887626930952	1	1
Solyc12g026470	0.1511027387707	1.02479895413242	0.847296488936616	1
Solyc12g027470	-1.83900629332564	-1.55503822971442	0.999999999999999	1
Solyc12g027480	0	-1.66887626930952	1	1
Solyc12g027490	0	-1.66887626930952	1	1
Solyc12g027500	0	-1.66887626930952	1	1
Solyc12g027510	0	-1.66887626930952	1	1
Solyc12g027520	0	-1.66887626930952	1	1
Solyc12g027530	0	-1.66887626930952	1	1
Solyc12g027540	-0.934702604574932	2.77886540052652	0.00640085195043894	0.0258317705616378
Solyc12g027550	0	-1.66887626930952	1	1
Solyc12g027560	0	-1.66887626930952	1	1
Solyc12g027570	-1.86885092340545	-1.55254221346525	0.999999999999999	1
Solyc12g027580	-1.41238840658091	1.94513429912311	0.000211620441433956	0.00121470133383091
Solyc12g027590	-1.91248112630164	1.76474975808444	4.54385429133788e-06	3.60425829089289e-05
Solyc12g027600	-3.4715142089789	-0.443948345263909	0.00556734711844988	0.0228288184416589
Solyc12g027610	0	-1.66887626930952	1	1
Solyc12g027620	0	-1.66887626930952	1	1
Solyc12g027630	-2.65554443610816	-1.44504960273617	0.513147790558811	0.978266997201221
Solyc12g027640	0	-1.66887626930952	1	1
Solyc12g027650	0	-1.66887626930952	1	1
Solyc12g027680	-0.867497570432826	-0.864102826954331	0.541451067633635	1
Solyc12g027690	0	-1.66887626930952	1	1
Solyc12g027700	0	-1.66887626930952	1	1
Solyc12g027710	0	-1.66887626930952	1	1
Solyc12g027720	-2.08712678724087	-0.130654293688486	0.0161193439745024	0.0576079508287069
Solyc12g027730	0	-1.66887626930952	1	1
Solyc12g027740	-0.497084684100237	4.11933020103875	0.0289814486196606	0.0953518490018906
Solyc12g027750	-1.14249419369999	4.14102660921296	3.0012136942879e-06	2.45925313736517e-05
Solyc12g027760	-0.548017663948436	1.11179474115152	0.259809340017241	0.595186241611983
Solyc12g027770	0.286467621356167	2.87038933781308	0.410293907802714	0.840724233456241
Solyc12g027780	1.90317039811015	-1.55243817593902	0.999999999999998	1
Solyc12g027790	0	-1.66887626930952	1	1
Solyc12g027800	-0.531724950284332	2.21295002930334	0.191771880049099	0.464865424994071
Solyc12g027810	0	-1.66887626930952	1	1
Solyc12g027820	-2.73424487383167	-0.351039589708783	0.00396673222513688	0.01685617562304
Solyc12g027830	0	-1.66887626930952	1	1
Solyc12g027840	0	-1.66887626930952	1	1
Solyc12g027850	-1.47687870511763	3.9190975384615	6.77683776361259e-10	9.87575514129142e-09
Solyc12g027860	-0.20399471613859	0.238425576416502	0.764652156227065	1
Solyc12g027870	-1.06559430821866	5.0457619961754	2.69061750495442e-07	2.63797498855314e-06
Solyc12g027880	0	-1.66887626930952	1	1
Solyc12g027890	0	-1.66887626930952	1	1
Solyc12g027900	0	-1.66887626930952	1	1
Solyc12g032910	0	-1.66887626930952	1	1
Solyc12g032920	0.941771263258061	-1.08752316337533	0.71479454186831	1
Solyc12g032930	-3.49136784528506	-1.2578133756989	0.153536374411331	0.38761782636571
Solyc12g032940	0	-1.66887626930952	1	1
Solyc12g032950	0.223448543169166	6.26885291011453	0.231893172117405	0.54309105665775
Solyc12g032960	0.0639696702157648	-0.79781892113752	1	1
Solyc12g032970	-1.86883871598584	-1.55254221346525	0.999999999999997	1
Solyc12g032980	-5.32438947342515	-0.503617431885805	0.000330552827588974	0.00181919303386407
Solyc12g032990	-5.26079272042148	-0.512956168079131	0.00159285715574914	0.00747805197346225
Solyc12g033000	0	-1.66887626930952	1	1
Solyc12g033010	0	-1.66887626930952	1	1
Solyc12g033020	-3.51563497961009	-1.2556355959563	0.138940441385648	0.358234424733471
Solyc12g033030	1.89227137723118	-1.55327806426292	1	1
Solyc12g033040	-0.294831429516727	-1.00829000889034	1	1
Solyc12g033050	-2.16511641998573	-1.00901458100521	0.148584961890569	0.37787218214008
Solyc12g033060	-1.01729696388218	0.091927341443841	0.2010315902283	0.483397315735922
Solyc12g033070	-1.46478313612134	-0.0861626674771417	0.0726637675994736	0.208235241576739
Solyc12g033080	0.82571251392868	-1.34503391324531	0.999999999999999	1
Solyc12g033090	0	-1.66887626930952	1	1
Solyc12g033100	0	-1.66887626930952	1	1
Solyc12g033110	0	-1.66887626930952	1	1
Solyc12g033120	0	-1.66887626930952	1	1
Solyc12g033130	0	-1.66887626930952	1	1
Solyc12g035130	-1.08501190009099	9.53934551078025	2.73732821027058e-09	3.65050678794418e-08
Solyc12g035170	-1.01400710450324	1.07121418723523	0.0367922180616155	0.116866182677995
Solyc12g035180	-1.83902609438762	-1.55503822971442	0.999999999999994	1
Solyc12g035190	-3.11615225046068	-0.128600680623321	0.00036764137221125	0.00200142372358992
Solyc12g035200	0	-1.66887626930952	1	1
Solyc12g035210	-1.83904442686287	-1.55503822971442	1	1
Solyc12g035220	0	-1.66887626930952	1	1
Solyc12g035230	0	-1.66887626930952	1	1
Solyc12g035240	-0.785963123063825	6.82555579111519	4.65060846114313e-06	3.68388868681837e-05
Solyc12g035250	0.978456837930598	5.4136421485025	1.03159975850549e-06	9.19516550657601e-06
Solyc12g035260	2.00178093048931	-1.08214268753926	0.250224725820353	0.576498599980141
Solyc12g035270	0	-1.66887626930952	1	1
Solyc12g035280	-3.11978359303104	-0.612099733409491	0.00674292849662594	0.0269833691982403
Solyc12g035290	0	-1.66887626930952	1	1
Solyc12g035300	0	-1.66887626930952	1	1
Solyc12g035310	0	-1.66887626930952	1	1
Solyc12g035360	-0.808441712804669	2.30880747865572	0.0149762429040446	0.0541129942075492
Solyc12g035380	0	-1.66887626930952	1	1
Solyc12g035390	0	-1.66887626930952	1	1
Solyc12g035400	0	-1.66887626930952	1	1
Solyc12g035410	0	-1.66887626930952	1	1
Solyc12g035420	0.0612254168546339	2.89334912453165	0.888499490218278	1
Solyc12g035430	-1.40576061185123	0.585566802244833	0.0158292994650903	0.0567758812770287
Solyc12g035440	0	-1.66887626930952	1	1
Solyc12g035450	0	-1.66887626930952	1	1
Solyc12g035460	0	-1.66887626930952	1	1
Solyc12g035470	-0.668486273620968	1.5943156980115	0.151359987706126	0.383194451634515
Solyc12g035480	0	-1.66887626930952	1	1
Solyc12g035490	-2.27717098934792	1.06155991655772	7.58588400478033e-06	5.78978008426388e-05
Solyc12g035500	-1.8996637562423	3.59510941908316	1.04464551477642e-11	1.94100614187484e-10
Solyc12g035510	0	-1.66887626930952	1	1
Solyc12g035520	-0.512605050293297	5.868448149612	0.00943948238011752	0.0362937228315258
Solyc12g035530	0	-1.66887626930952	1	1
Solyc12g035550	-3.13348955317889	1.45647252279994	4.89464827995135e-10	7.27638916172391e-09
Solyc12g035570	1.89227298292365	-1.55327806426292	0.999999999999997	1
Solyc12g035580	0	-1.66887626930952	1	1
Solyc12g035590	0	-1.66887626930952	1	1
Solyc12g035600	-1.86616668212127	-1.5528125803482	1	1
Solyc12g035610	0	-1.66887626930952	1	1
Solyc12g035620	0	-1.66887626930952	1	1
Solyc12g035630	0	-1.66887626930952	1	1
Solyc12g035650	-0.420777574904814	5.0836310030893	0.0384280152096515	0.12131724401687
Solyc12g035670	-0.302101298703512	6.37750959087105	0.101821144438691	0.275492238638287
Solyc12g035680	2.6799929127857	-1.4467069091099	0.512942287164287	0.978266997201221
Solyc12g035690	0	-1.66887626930952	1	1
Solyc12g035700	-1.27628502897806	-1.25173034627174	0.646888765739807	1
Solyc12g035710	-1.86884018581386	-1.55254221346525	1	1
Solyc12g035720	0	-1.66887626930952	1	1
Solyc12g035730	0	-1.66887626930952	1	1
Solyc12g035740	0	-1.66887626930952	1	1
Solyc12g035750	-2.67701289164545	-1.4447805322997	0.532764416159491	0.996590902769428
Solyc12g035760	-2.5944556606566	-1.44973817592865	0.532447187733406	0.996590902769428
Solyc12g035770	-1.92948011568806	-0.731805953988964	0.122218075488748	0.321584111797071
Solyc12g035780	0	-1.66887626930952	1	1
Solyc12g035790	-1.33037345331716	-0.501960617936299	0.187722730035388	0.45702798976016
Solyc12g035800	0	-1.66887626930952	1	1
Solyc12g035810	0	-1.66887626930952	1	1
Solyc12g035820	0	-1.66887626930952	1	1
Solyc12g035830	0	-1.66887626930952	1	1
Solyc12g035840	1.89227173715218	-1.55327806426292	1	1
Solyc12g035850	-1.94979060175755	-0.444796534208742	0.0492789689253066	0.150220396231489
Solyc12g035860	0	-1.66887626930952	1	1
Solyc12g035870	0	-1.66887626930952	1	1
Solyc12g035880	0	-1.66887626930952	1	1
Solyc12g035890	-1.39007315948366	-0.491868639437973	0.249427692675818	0.575005010857218
Solyc12g035900	0	-1.66887626930952	1	1
Solyc12g035910	0	-1.66887626930952	1	1
Solyc12g035920	0	-1.66887626930952	1	1
Solyc12g035930	0	-1.66887626930952	1	1
Solyc12g035940	0	-1.66887626930952	1	1
Solyc12g035950	0	-1.66887626930952	1	1
Solyc12g035960	0	-1.66887626930952	1	1
Solyc12g035970	0	-1.66887626930952	1	1
Solyc12g035980	0	-1.66887626930952	1	1
Solyc12g035990	0	-1.66887626930952	1	1
Solyc12g036000	-1.83904659644416	-1.55503822971442	1	1
Solyc12g036010	0	-1.66887626930952	1	1
Solyc12g036020	0	-1.66887626930952	1	1
Solyc12g036030	0	-1.66887626930952	1	1
Solyc12g036040	0	-1.66887626930952	1	1
Solyc12g036050	0	-1.66887626930952	1	1
Solyc12g036060	0	-1.66887626930952	1	1
Solyc12g036070	0	-1.66887626930952	1	1
Solyc12g036080	0	-1.66887626930952	1	1
Solyc12g036090	0	-1.66887626930952	1	1
Solyc12g036100	0	-1.66887626930952	1	1
Solyc12g036110	0	-1.66887626930952	1	1
Solyc12g036120	-0.484715090801349	0.773227780949067	0.429697413008952	0.869687729430114
Solyc12g036130	-1.09257831923956	-0.794142818240344	0.418643471671459	0.853282770321326
Solyc12g036140	-0.793399938880179	0.894405408484329	0.164849093845384	0.409991726847285
Solyc12g036150	-1.53556420379281	0.35366222206102	0.0163313920156036	0.0582578582974694
Solyc12g036160	-1.04433548922156	1.03934716168628	0.0319577223850879	0.103738626403716
Solyc12g036170	-1.86882888800228	-1.55254221346525	1	1
Solyc12g036180	0	-1.66887626930952	1	1
Solyc12g036190	0	-1.66887626930952	1	1
Solyc12g036200	0.469123780842731	7.53513839288605	0.00816119255617717	0.0319159610245906
Solyc12g036210	0	-1.66887626930952	1	1
Solyc12g036220	0.899029851960073	3.94111342438535	0.000398550541746	0.00215248284031312
Solyc12g036230	0	-1.66887626930952	1	1
Solyc12g036240	0	-1.66887626930952	1	1
Solyc12g036250	-0.271693385502667	3.52287446118827	0.333520866716787	0.714464199523403
Solyc12g036260	0	-1.66887626930952	1	1
Solyc12g036270	0	-1.66887626930952	1	1
Solyc12g036280	0	-1.66887626930952	1	1
Solyc12g036290	-0.630645366488277	-0.211227944686591	0.440039399760565	0.886434725650277
Solyc12g036300	0.444953381799328	3.97401825372126	0.0679532465554883	0.196651032761037
Solyc12g036310	0.923201680813184	-1.08466010783762	0.714570777392697	1
Solyc12g036320	1.3258046620858	-0.559713275214001	0.160916670850702	0.40182305519755
Solyc12g036330	3.98132678153742	4.09376494291457	4.52225321494595e-20	1.99042189347817e-18
Solyc12g036340	-2.39866064761893	1.44506771620572	1.35323158145104e-06	1.17867251389642e-05
Solyc12g036350	0	-1.66887626930952	1	1
Solyc12g036360	0	-1.66887626930952	1	1
Solyc12g036370	0	-1.66887626930952	1	1
Solyc12g036380	0	-1.66887626930952	1	1
Solyc12g036390	-0.266986376823977	0.722594920259895	0.728310746603118	1
Solyc12g036400	0	-1.66887626930952	1	1
Solyc12g036410	1.19377994200098	4.14025742712338	3.13176035013371e-07	3.03619881851182e-06
Solyc12g036420	0	-1.66887626930952	1	1
Solyc12g036430	2.68655032685687	-1.44587182091226	0.513198384223281	0.978266997201221
Solyc12g036440	0	-1.66887626930952	1	1
Solyc12g036450	1.25653077302513	1.70684116059467	0.00580909712850811	0.0236886467803783
Solyc12g036460	0	-1.66887626930952	1	1
Solyc12g036470	1.88623855580925	-1.55374345716817	1	1
Solyc12g036480	0	-1.66887626930952	1	1
Solyc12g036490	4.6648952915724	-0.860682689251576	0.00649746242894124	0.0261729935935324
Solyc12g036500	-0.416407975448284	1.55596623523794	0.365720406178027	0.770934353851181
Solyc12g036510	0	-1.66887626930952	1	1
Solyc12g036520	0	-1.66887626930952	1	1
Solyc12g036530	3.18288354530563	-1.34751189552391	0.272956782560137	0.614095170302165
Solyc12g036540	-1.36850789077319	-0.93336859931829	0.321432865659681	0.693316715885947
Solyc12g036550	-2.42481346648991	-0.504702842601766	0.0254025678687771	0.0852323646743018
Solyc12g036560	0.974433049888123	0.297006307373515	0.198729029577508	0.47885532959604
Solyc12g036570	1.88624561073076	-1.55374345716817	1	1
Solyc12g036580	0	-1.66887626930952	1	1
Solyc12g036590	0	-1.66887626930952	1	1
Solyc12g036600	0	-1.66887626930952	1	1
Solyc12g036610	1.89227361222237	-1.55327806426292	1	1
Solyc12g036620	0	-1.66887626930952	1	1
Solyc12g036630	0	-1.66887626930952	1	1
Solyc12g036640	0	-1.66887626930952	1	1
Solyc12g036650	1.71583635315061	0.141128804025539	0.0185098642736481	0.0650467574004227
Solyc12g036660	-1.25655505235129	-1.25391273813692	0.639706186348111	1
Solyc12g036670	-0.826781919008463	2.81529378584023	0.0143832395342508	0.0522311784278916
Solyc12g036710	-0.0675288422427465	0.0357841855376687	1	1
Solyc12g036720	-1.30928769542117	1.9122099869543	0.00277238899433726	0.0122442773249841
Solyc12g036730	-1.65617656117871	-1.16344489995315	0.409916790796183	0.840428645293366
Solyc12g036740	0	-1.66887626930952	1	1
Solyc12g036750	0	-1.66887626930952	1	1
Solyc12g036760	0	-1.66887626930952	1	1
Solyc12g036770	0	-1.66887626930952	1	1
Solyc12g036780	0	-1.66887626930952	1	1
Solyc12g036790	0.0627352049789655	5.38939985544562	0.760281299768012	1
Solyc12g036800	-0.920397859985395	1.8718503893783	0.0835275434883996	0.233716944865172
Solyc12g036810	0	-1.66887626930952	1	1
Solyc12g036820	-1.83905386699637	-1.55503822971442	1	1
Solyc12g036830	0	-1.66887626930952	1	1
Solyc12g036840	0	-1.66887626930952	1	1
Solyc12g036850	-2.9626037307308	0.130834088197627	0.000220685962351915	0.00125903752498685
Solyc12g036860	0	-1.66887626930952	1	1
Solyc12g036870	0	-1.66887626930952	1	1
Solyc12g036880	0	-1.66887626930952	1	1
Solyc12g036890	0	-1.66887626930952	1	1
Solyc12g036900	0	-1.66887626930952	1	1
Solyc12g036910	0	-1.66887626930952	1	1
Solyc12g036920	-1.83901590006008	-1.55503822971442	0.99999999999999	1
Solyc12g036930	3.19010138081057	-1.34668154992843	0.272986285016726	0.614095170302165
Solyc12g037930	0	-1.66887626930952	1	1
Solyc12g037940	-5.02648798113176	-0.669329576756757	0.00118293520316633	0.00573980589637517
Solyc12g037950	0	-1.66887626930952	1	1
Solyc12g037960	0	-1.66887626930952	1	1
Solyc12g037970	0.0500139880907369	4.74490378482066	0.830622576976802	1
Solyc12g037980	0.572295554310003	6.41629041192229	0.000870706673358395	0.00435190423801339
Solyc12g037990	0	-1.66887626930952	1	1
Solyc12g038000	0	-1.66887626930952	1	1
Solyc12g038010	0	-1.66887626930952	1	1
Solyc12g038020	0	-1.66887626930952	1	1
Solyc12g038030	0	-1.66887626930952	1	1
Solyc12g038040	0	-1.66887626930952	1	1
Solyc12g038050	0	-1.66887626930952	1	1
Solyc12g038060	-1.83898093431569	-1.55503822971442	1	1
